tenant,pre-pr-issue-id,vendor_type,status,created_on,updated_on,update_query
th205,303030,PRIMARY,CREATED,2025-05-10 11:40:43.229000,2025-07-25 06:50:39.246000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 303030 AND vendor_type = 'PRIMARY';
th205,303054,PRIMARY,CREATED,2025-05-10 14:46:03.980000,2025-07-25 06:46:47.489000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 303054 AND vendor_type = 'PRIMARY';
th205,305983,PRIMARY,CREATED,2025-05-22 06:28:08.144000,2025-08-08 09:52:27.884000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 305983 AND vendor_type = 'PRIMARY';
th205,305989,PRIMARY,CREATED,2025-05-22 06:43:45.842000,2025-08-08 09:52:27.885000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 305989 AND vendor_type = 'PRIMARY';
th205,308184,PRIMARY,CREATED,2025-05-24 10:12:01.945000,2025-08-08 09:52:27.886000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 308184 AND vendor_type = 'PRIMARY';
th205,309138,PRIMARY,CREATED,2025-05-28 08:36:54.571000,2025-07-25 06:54:01.180000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 309138 AND vendor_type = 'PRIMARY';
th205,309143,PRIMARY,CREATED,2025-05-28 08:47:04.985000,2025-07-25 06:54:01.181000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 309143 AND vendor_type = 'PRIMARY';
th205,309177,PRIMARY,CREATED,2025-05-28 11:08:29.460000,2025-05-28 11:08:29.460000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 309177 AND vendor_type = 'PRIMARY';
th205,310110,PRIMARY,CREATED,2025-05-29 14:24:40.533000,2025-07-25 06:54:01.185000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 310110 AND vendor_type = 'PRIMARY';
th205,310111,PRIMARY,CREATED,2025-05-29 14:25:15.903000,2025-07-25 06:54:01.186000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 310111 AND vendor_type = 'PRIMARY';
th205,312629,PRIMARY,CREATED,2025-06-05 11:33:01.903000,2025-08-08 09:30:18.356000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 312629 AND vendor_type = 'PRIMARY';
th205,313417,PRIMARY,CREATED,2025-06-11 08:17:46.346000,2025-08-08 09:47:47.491000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313417 AND vendor_type = 'PRIMARY';
th205,313418,PRIMARY,CREATED,2025-06-11 08:19:22.146000,2025-08-08 09:47:47.492000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313418 AND vendor_type = 'PRIMARY';
th205,313419,PRIMARY,CREATED,2025-06-11 08:19:47.996000,2025-08-08 09:47:47.493000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313419 AND vendor_type = 'PRIMARY';
th205,313424,PRIMARY,CREATED,2025-06-11 08:23:22.546000,2025-08-08 09:47:47.496000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313424 AND vendor_type = 'PRIMARY';
th205,313425,PRIMARY,CREATED,2025-06-11 08:25:33.906000,2025-08-08 09:47:47.503000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313425 AND vendor_type = 'PRIMARY';
th205,313434,PRIMARY,CREATED,2025-06-11 08:37:46.044000,2025-08-08 09:47:47.505000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313434 AND vendor_type = 'PRIMARY';
th205,313435,PRIMARY,CREATED,2025-06-11 08:46:57.835000,2025-08-08 09:47:47.516000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313435 AND vendor_type = 'PRIMARY';
th205,313589,PRIMARY,CREATED,2025-06-12 10:28:12.197000,2025-08-08 07:58:37.615000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313589 AND vendor_type = 'PRIMARY';
th205,313590,PRIMARY,CREATED,2025-06-12 10:30:48.277000,2025-08-08 07:58:37.616000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313590 AND vendor_type = 'PRIMARY';
th205,313591,PRIMARY,CREATED,2025-06-12 10:31:42.135000,2025-08-08 07:58:37.617000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313591 AND vendor_type = 'PRIMARY';
th205,313592,PRIMARY,CREATED,2025-06-12 10:32:26.250000,2025-08-08 07:58:37.618000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313592 AND vendor_type = 'PRIMARY';
th205,313600,PRIMARY,CREATED,2025-06-12 11:08:01.447000,2025-08-08 07:58:37.619000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313600 AND vendor_type = 'PRIMARY';
th205,313612,PRIMARY,CREATED,2025-06-12 11:38:45.506000,2025-08-08 07:58:37.620000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 313612 AND vendor_type = 'PRIMARY';
th205,314785,PRIMARY,CREATED,2025-06-18 08:20:47.917000,2025-08-08 07:47:22.527000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 314785 AND vendor_type = 'PRIMARY';
th205,314786,PRIMARY,CREATED,2025-06-18 08:20:55.178000,2025-08-08 07:47:22.528000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 314786 AND vendor_type = 'PRIMARY';
th205,315429,PRIMARY,CREATED,2025-06-19 07:58:22.344000,2025-08-08 07:47:22.532000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 315429 AND vendor_type = 'PRIMARY';
th205,315885,PRIMARY,CREATED,2025-06-19 08:08:52.792000,2025-08-08 07:47:22.533000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 315885 AND vendor_type = 'PRIMARY';
th205,315947,PRIMARY,CREATED,2025-06-19 08:09:48.886000,2025-08-08 07:47:22.534000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 315947 AND vendor_type = 'PRIMARY';
th205,315949,PRIMARY,CREATED,2025-06-19 08:10:23.436000,2025-08-08 07:47:22.535000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 315949 AND vendor_type = 'PRIMARY';
th205,316025,PRIMARY,CREATED,2025-06-19 10:38:00.608000,2025-08-08 07:47:22.538000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 316025 AND vendor_type = 'PRIMARY';
th205,316797,PRIMARY,CREATED,2025-06-21 07:48:27.748000,2025-08-08 06:38:56.318000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 316797 AND vendor_type = 'PRIMARY';
th205,316802,PRIMARY,CREATED,2025-06-21 07:50:34.400000,2025-08-08 06:38:56.319000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 316802 AND vendor_type = 'PRIMARY';
th205,317992,PRIMARY,CREATED,2025-06-23 14:08:03.189000,2025-08-08 06:32:35.522000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 317992 AND vendor_type = 'PRIMARY';
th205,317994,PRIMARY,CREATED,2025-06-23 14:08:44.854000,2025-08-08 06:32:35.522000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 317994 AND vendor_type = 'PRIMARY';
th205,317998,PRIMARY,CREATED,2025-06-23 14:10:09.227000,2025-08-08 06:32:35.523000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 317998 AND vendor_type = 'PRIMARY';
th205,318001,PRIMARY,CREATED,2025-06-23 14:11:03.173000,2025-08-08 06:32:35.524000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 318001 AND vendor_type = 'PRIMARY';
th205,318612,PRIMARY,CREATED,2025-06-25 14:06:37.961000,2025-08-08 06:32:35.528000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 318612 AND vendor_type = 'PRIMARY';
th205,318619,PRIMARY,CREATED,2025-06-25 14:09:01.959000,2025-08-08 06:32:35.529000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 318619 AND vendor_type = 'PRIMARY';
th205,319387,PRIMARY,CREATED,2025-06-28 07:51:51.700000,2025-08-08 07:50:49.398000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319387 AND vendor_type = 'PRIMARY';
th205,319388,PRIMARY,CREATED,2025-06-28 07:53:21.718000,2025-08-08 07:50:49.399000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319388 AND vendor_type = 'PRIMARY';
th205,319437,PRIMARY,CREATED,2025-06-28 10:30:27.814000,2025-08-08 07:50:49.401000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319437 AND vendor_type = 'PRIMARY';
th205,319438,PRIMARY,CREATED,2025-06-28 10:31:39.396000,2025-08-08 07:50:49.402000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319438 AND vendor_type = 'PRIMARY';
th205,319439,PRIMARY,CREATED,2025-06-28 10:34:29.888000,2025-08-08 07:50:49.403000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319439 AND vendor_type = 'PRIMARY';
th205,319445,PRIMARY,CREATED,2025-06-28 10:38:32.947000,2025-08-08 07:50:49.404000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319445 AND vendor_type = 'PRIMARY';
th205,319446,PRIMARY,CREATED,2025-06-28 10:39:29.148000,2025-08-08 07:50:49.406000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319446 AND vendor_type = 'PRIMARY';
th205,319449,PRIMARY,CREATED,2025-06-28 10:49:57.067000,2025-08-08 07:50:49.407000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319449 AND vendor_type = 'PRIMARY';
th205,319452,PRIMARY,CREATED,2025-06-28 10:51:29.707000,2025-08-08 07:50:49.409000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319452 AND vendor_type = 'PRIMARY';
th205,319455,PRIMARY,CREATED,2025-06-28 10:53:01.263000,2025-08-08 07:50:49.410000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319455 AND vendor_type = 'PRIMARY';
th205,319467,PRIMARY,CREATED,2025-06-28 11:32:27.070000,2025-08-08 07:50:49.412000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319467 AND vendor_type = 'PRIMARY';
th205,319472,PRIMARY,CREATED,2025-06-28 11:40:00.575000,2025-08-08 07:50:49.413000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319472 AND vendor_type = 'PRIMARY';
th205,319473,PRIMARY,CREATED,2025-06-28 11:42:49.528000,2025-08-08 07:50:49.423000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319473 AND vendor_type = 'PRIMARY';
th205,319498,PRIMARY,CREATED,2025-06-28 11:46:04.485000,2025-08-08 07:50:49.424000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319498 AND vendor_type = 'PRIMARY';
th205,319504,PRIMARY,CREATED,2025-06-28 11:53:45.996000,2025-08-08 07:50:49.425000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 319504 AND vendor_type = 'PRIMARY';
th205,320686,PRIMARY,CREATED,2025-06-30 13:14:31.777000,2025-08-08 06:37:04.842000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 320686 AND vendor_type = 'PRIMARY';
th205,320928,PRIMARY,CREATED,2025-07-02 08:32:07.523000,2025-08-08 06:37:04.850000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 320928 AND vendor_type = 'PRIMARY';
th205,320978,PRIMARY,CREATED,2025-07-02 13:16:06.025000,2025-08-08 06:37:04.858000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 320978 AND vendor_type = 'PRIMARY';
th205,321125,PRIMARY,CREATED,2025-07-03 07:38:14.148000,2025-08-08 06:37:04.859000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321125 AND vendor_type = 'PRIMARY';
th205,321160,PRIMARY,CREATED,2025-07-03 10:07:41.385000,2025-08-08 06:37:04.863000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321160 AND vendor_type = 'PRIMARY';
th205,321161,PRIMARY,CREATED,2025-07-03 10:38:26.670000,2025-08-08 06:37:04.864000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321161 AND vendor_type = 'PRIMARY';
th205,321174,PRIMARY,CREATED,2025-07-03 11:49:05.701000,2025-08-08 06:37:04.865000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321174 AND vendor_type = 'PRIMARY';
th205,321209,PRIMARY,CREATED,2025-07-03 13:34:37.502000,2025-08-08 06:37:04.866000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321209 AND vendor_type = 'PRIMARY';
th205,321493,PRIMARY,CREATED,2025-07-05 09:00:59.464000,2025-08-08 06:17:28.567000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321493 AND vendor_type = 'PRIMARY';
th205,321495,PRIMARY,CREATED,2025-07-05 09:01:27.003000,2025-08-08 06:17:28.568000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321495 AND vendor_type = 'PRIMARY';
th205,321496,PRIMARY,CREATED,2025-07-05 09:01:41.328000,2025-08-08 06:17:28.569000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321496 AND vendor_type = 'PRIMARY';
th205,321497,PRIMARY,CREATED,2025-07-05 09:02:09.750000,2025-08-08 06:17:28.570000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321497 AND vendor_type = 'PRIMARY';
th205,321502,PRIMARY,CREATED,2025-07-05 09:03:30.770000,2025-08-08 06:17:28.571000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321502 AND vendor_type = 'PRIMARY';
th205,321505,PRIMARY,CREATED,2025-07-05 09:05:17.853000,2025-08-08 06:17:28.572000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321505 AND vendor_type = 'PRIMARY';
th205,321506,PRIMARY,CREATED,2025-07-05 09:06:32.242000,2025-08-08 06:17:28.573000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321506 AND vendor_type = 'PRIMARY';
th205,321507,PRIMARY,CREATED,2025-07-05 09:07:10.752000,2025-08-08 06:17:28.574000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321507 AND vendor_type = 'PRIMARY';
th205,321508,PRIMARY,CREATED,2025-07-05 09:07:58.191000,2025-08-08 06:17:28.575000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321508 AND vendor_type = 'PRIMARY';
th205,321509,PRIMARY,CREATED,2025-07-05 09:08:15.787000,2025-08-08 06:17:28.575000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321509 AND vendor_type = 'PRIMARY';
th205,321511,PRIMARY,CREATED,2025-07-05 09:09:28.395000,2025-08-08 06:17:28.576000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321511 AND vendor_type = 'PRIMARY';
th205,321518,PRIMARY,CREATED,2025-07-05 09:34:59.927000,2025-08-08 06:17:28.578000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321518 AND vendor_type = 'PRIMARY';
th205,321519,PRIMARY,CREATED,2025-07-05 09:39:02.973000,2025-08-08 06:17:28.578000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321519 AND vendor_type = 'PRIMARY';
th205,321524,PRIMARY,CREATED,2025-07-05 10:33:53.005000,2025-08-08 06:19:34.992000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321524 AND vendor_type = 'PRIMARY';
th205,321601,PRIMARY,CREATED,2025-07-05 12:54:59.529000,2025-08-08 06:19:34.993000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321601 AND vendor_type = 'PRIMARY';
th205,321853,PRIMARY,CREATED,2025-07-07 09:53:55.346000,2025-08-08 06:19:35.002000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321853 AND vendor_type = 'PRIMARY';
th205,321855,PRIMARY,CREATED,2025-07-07 10:03:29.297000,2025-08-08 06:19:35.016000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321855 AND vendor_type = 'PRIMARY';
th205,321935,PRIMARY,CREATED,2025-07-07 12:45:12.690000,2025-08-08 06:21:24.585000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 321935 AND vendor_type = 'PRIMARY';
th205,322106,PRIMARY,CREATED,2025-07-08 11:31:27.250000,2025-08-08 06:21:24.602000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322106 AND vendor_type = 'PRIMARY';
th205,322213,PRIMARY,CREATED,2025-07-09 07:33:37.675000,2025-08-08 07:13:09.496000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322213 AND vendor_type = 'PRIMARY';
th205,322470,PRIMARY,CREATED,2025-07-10 11:06:51.739000,2025-08-08 07:13:09.525000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322470 AND vendor_type = 'PRIMARY';
th205,322477,PRIMARY,CREATED,2025-07-10 11:27:27.569000,2025-08-08 07:13:09.526000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322477 AND vendor_type = 'PRIMARY';
th205,322478,PRIMARY,CREATED,2025-07-10 11:39:31.225000,2025-08-08 07:13:09.527000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322478 AND vendor_type = 'PRIMARY';
th205,322482,PRIMARY,CREATED,2025-07-10 11:56:13.272000,2025-08-08 07:13:09.527000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322482 AND vendor_type = 'PRIMARY';
th205,322487,PRIMARY,CREATED,2025-07-10 12:10:22.982000,2025-08-08 07:13:09.529000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322487 AND vendor_type = 'PRIMARY';
th205,322538,PRIMARY,CREATED,2025-07-11 06:04:18.643000,2025-08-08 06:26:57.653000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322538 AND vendor_type = 'PRIMARY';
th205,322622,PRIMARY,CREATED,2025-07-11 11:19:28.744000,2025-08-08 06:26:57.654000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 322622 AND vendor_type = 'PRIMARY';
th205,323194,PRIMARY,CREATED,2025-07-14 09:01:25.284000,2025-08-08 06:26:57.671000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323194 AND vendor_type = 'PRIMARY';
th205,323248,PRIMARY,CREATED,2025-07-14 10:56:05.634000,2025-08-08 06:26:57.671000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323248 AND vendor_type = 'PRIMARY';
th205,323272,PRIMARY,CREATED,2025-07-14 11:34:26.289000,2025-08-08 06:26:57.672000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323272 AND vendor_type = 'PRIMARY';
th205,323274,PRIMARY,CREATED,2025-07-14 11:35:42.932000,2025-08-08 06:26:57.673000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323274 AND vendor_type = 'PRIMARY';
th205,323305,PRIMARY,CREATED,2025-07-14 11:58:23.572000,2025-08-08 06:26:57.673000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323305 AND vendor_type = 'PRIMARY';
th205,323329,PRIMARY,CREATED,2025-07-14 12:44:50.359000,2025-08-08 06:26:57.674000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323329 AND vendor_type = 'PRIMARY';
th205,323337,PRIMARY,CREATED,2025-07-14 12:50:05.277000,2025-08-08 06:26:57.676000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323337 AND vendor_type = 'PRIMARY';
th205,323345,PRIMARY,CREATED,2025-07-14 12:55:27.485000,2025-08-08 06:26:57.678000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323345 AND vendor_type = 'PRIMARY';
th205,323409,PRIMARY,CREATED,2025-07-14 14:15:27.279000,2025-08-08 06:26:57.681000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323409 AND vendor_type = 'PRIMARY';
th205,323429,PRIMARY,CREATED,2025-07-15 05:36:21.943000,2025-08-08 06:26:57.682000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323429 AND vendor_type = 'PRIMARY';
th205,323512,PRIMARY,CREATED,2025-07-15 10:40:58.156000,2025-08-08 06:26:57.690000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323512 AND vendor_type = 'PRIMARY';
th205,323514,PRIMARY,CREATED,2025-07-15 10:42:53.187000,2025-08-08 06:26:57.691000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323514 AND vendor_type = 'PRIMARY';
th205,323525,PRIMARY,CREATED,2025-07-15 11:37:20.864000,2025-08-08 06:26:57.692000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323525 AND vendor_type = 'PRIMARY';
th205,323691,PRIMARY,CREATED,2025-07-16 09:56:37.779000,2025-08-08 06:29:07.754000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323691 AND vendor_type = 'PRIMARY';
th205,323799,PRIMARY,CREATED,2025-07-17 06:19:05.424000,2025-08-08 06:29:07.759000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323799 AND vendor_type = 'PRIMARY';
th205,323847,PRIMARY,CREATED,2025-07-17 09:32:23.611000,2025-08-08 06:29:07.765000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323847 AND vendor_type = 'PRIMARY';
th205,323858,PRIMARY,CREATED,2025-07-17 10:46:17.515000,2025-08-08 06:29:07.766000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323858 AND vendor_type = 'PRIMARY';
th205,323862,PRIMARY,CREATED,2025-07-17 11:54:10.186000,2025-08-08 06:29:07.773000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323862 AND vendor_type = 'PRIMARY';
th205,323871,PRIMARY,CREATED,2025-07-17 12:03:12.226000,2025-08-08 06:29:07.775000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 323871 AND vendor_type = 'PRIMARY';
th205,324016,PRIMARY,CREATED,2025-07-18 11:48:20.231000,2025-08-08 06:42:37.850000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324016 AND vendor_type = 'PRIMARY';
th205,324022,PRIMARY,CREATED,2025-07-18 12:05:10.727000,2025-08-08 06:42:37.851000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324022 AND vendor_type = 'PRIMARY';
th205,324023,PRIMARY,CREATED,2025-07-18 12:09:05.817000,2025-08-08 06:42:37.852000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324023 AND vendor_type = 'PRIMARY';
th205,324024,PRIMARY,CREATED,2025-07-18 12:12:18.120000,2025-08-08 06:42:37.853000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324024 AND vendor_type = 'PRIMARY';
th205,324137,PRIMARY,CREATED,2025-07-19 10:41:12.959000,2025-08-08 06:42:37.862000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324137 AND vendor_type = 'PRIMARY';
th205,324138,PRIMARY,CREATED,2025-07-19 10:46:36.205000,2025-08-08 06:42:37.863000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324138 AND vendor_type = 'PRIMARY';
th205,324401,PRIMARY,CREATED,2025-07-21 08:25:04.830000,2025-08-08 06:42:37.877000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324401 AND vendor_type = 'PRIMARY';
th205,324551,PRIMARY,CREATED,2025-07-21 13:15:04.313000,2025-08-08 06:42:37.884000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324551 AND vendor_type = 'PRIMARY';
th205,324889,PRIMARY,CREATED,2025-07-22 07:42:42.126000,2025-08-08 07:43:09.521000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324889 AND vendor_type = 'PRIMARY';
th205,324942,PRIMARY,CREATED,2025-07-22 09:37:29.083000,2025-08-08 07:43:09.535000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 324942 AND vendor_type = 'PRIMARY';
th205,325007,PRIMARY,CREATED,2025-07-22 11:55:35.823000,2025-08-08 07:43:09.538000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 325007 AND vendor_type = 'PRIMARY';
th205,325144,PRIMARY,CREATED,2025-07-23 07:15:43.566000,2025-08-08 07:16:39.872000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 325144 AND vendor_type = 'PRIMARY';
th205,325215,PRIMARY,CREATED,2025-07-23 08:50:43.452000,2025-08-08 07:16:39.884000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 325215 AND vendor_type = 'PRIMARY';
th205,325217,PRIMARY,CREATED,2025-07-23 08:52:54.992000,2025-07-23 08:52:55.626000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 325217 AND vendor_type = 'PRIMARY';
th205,325272,PRIMARY,CREATED,2025-07-23 10:37:38.251000,2025-08-08 07:16:39.902000,UPDATE th205.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 325272 AND vendor_type = 'PRIMARY';
