tenant,pre-pr-issue-id,vendor_type,status,created_on,updated_on,update_query
th411,230537,PRIMARY,CREATED,2025-08-12 12:03:10.484000,2025-08-12 12:03:42.488000,UPDATE th411.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 230537 AND vendor_type = 'PRIMARY';
th411,230631,PRIMARY,CREATED,2025-08-12 13:29:34.014000,2025-08-12 13:29:36.714000,UPDATE th411.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 230631 AND vendor_type = 'PRIMARY';
th411,230632,PRIMARY,CREATED,2025-08-12 13:30:16.308000,2025-08-12 13:30:17.627000,UPDATE th411.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 230632 AND vendor_type = 'PRIMARY';
th417,26331,PRIMARY,CREATED,2025-08-12 09:24:08.152000,2025-08-12 09:24:09.070000,UPDATE th417.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 26331 AND vendor_type = 'PRIMARY';
th417,26409,PRIMARY,CREATED,2025-08-12 12:58:48.531000,2025-08-12 12:58:50.801000,UPDATE th417.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 26409 AND vendor_type = 'PRIMARY';
th418,16570,PRIMARY,CREATED,2025-08-12 11:35:07.174000,2025-08-12 11:35:09.033000,UPDATE th418.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 16570 AND vendor_type = 'PRIMARY';
th418,16571,PRIMARY,CREATED,2025-08-12 11:37:11.580000,2025-08-12 11:37:18.732000,UPDATE th418.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 16571 AND vendor_type = 'PRIMARY';
th418,16573,PRIMARY,CREATED,2025-08-12 13:20:07.460000,2025-08-12 13:20:08.684000,UPDATE th418.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 16573 AND vendor_type = 'PRIMARY';
th421,14154,PRIMARY,CREATED,2025-08-12 09:30:49.984000,2025-08-12 09:30:51.933000,UPDATE th421.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 14154 AND vendor_type = 'PRIMARY';
th424,13765,PRIMARY,CREATED,2025-08-12 07:33:02.726000,2025-08-12 07:33:12.247000,UPDATE th424.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 13765 AND vendor_type = 'PRIMARY';
th424,13766,PRIMARY,CREATED,2025-08-12 07:33:20.548000,2025-08-12 07:33:22.560000,UPDATE th424.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 13766 AND vendor_type = 'PRIMARY';
th424,13785,PRIMARY,CREATED,2025-08-12 12:26:43.203000,2025-08-12 12:26:45.206000,UPDATE th424.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 13785 AND vendor_type = 'PRIMARY';
th424,13786,PRIMARY,CREATED,2025-08-12 12:26:57.403000,2025-08-12 12:26:59.599000,UPDATE th424.pre_purchase_issue_order SET vendor_type = 'REGULAR' WHERE id = 13786 AND vendor_type = 'PRIMARY';
