source_tenant,dest_tenant,purchase_issue_id,partner_detail_id,invoice_id,invoice_no,invoice_tenant,tray_id,status,debit_note_number,invoice_sequence_type,pr_type,created_on,updated_on,skull_opcode,invoice_date
th214,th213,747008,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:26,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,746998,186028,,,,TR-118068,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:21,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747013,186028,,,,TR-82052,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:29,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747012,186028,,,,TR-112281,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:28,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747000,186028,,,,TR-118157,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:22,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747016,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:30,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747004,186028,,,,TR-95182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:24,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747007,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:26,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747005,186028,,,,TR-95182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:25,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747006,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:26,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747022,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:32,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747014,186028,,,,TR-82052,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:29,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747019,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:31,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747015,186028,,,,TR-98854,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:29,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747024,186028,,,,TR-113890,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:32,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747001,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:22,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747009,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:27,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747003,186028,,,,TR-95182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:23,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747011,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:28,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747010,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:27,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747002,186028,,,,TR-95182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:23,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,746999,186028,,,,TR-37182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:19:21,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748041,186028,,,,TR-122030,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:59,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748576,186028,,,,TR-118157,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:28:00,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747149,186028,,,,TR-122030,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:57,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748206,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:50,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748219,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:52,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748040,186028,,,,TR-119915,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:59,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747147,186028,,,,TR-41587,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747124,186028,,,,TR-94787,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:53,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748209,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:50,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748030,186028,,,,TR-118157,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:57,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748042,186028,,,,TR-122030,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:59,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748028,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747145,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748572,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:28:00,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748044,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:59,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747136,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:55,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748027,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748579,186028,,,,TR-118157,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:28:00,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748234,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:54,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748045,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:24:00,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748039,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:58,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748016,186028,,,,TR-118157,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:55,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747142,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:55,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748038,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:58,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747128,186028,,,,TR-95182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:54,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748023,186028,,,,TR-95492,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748036,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:58,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748048,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:24:01,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748212,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:51,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747140,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:55,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748021,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:55,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748033,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:57,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748223,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:52,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747144,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748031,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:57,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748228,186028,,,,TR-122030,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:53,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,747132,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:20:54,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748231,186028,,,,TR-119915,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:53,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748025,186028,,,,TR-122070,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:56,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748217,186028,,,,TR-80785,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:52,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748201,186028,,,,TR-118068,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:49,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748224,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:25:53,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,748020,186028,,,,TR-95182,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-16 13:23:55,2025-07-25 9:34:58,U,2025-07-25 9:34:30
th214,th213,725318,186028,,,,TR-41498,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:42,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725950,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:16,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725322,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:43,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725235,186028,,,,TR-94787,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:30,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725914,186028,,,,TR-39516,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:10,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725323,186028,,,,TR-116773,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:44,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725317,186028,,,,TR-95281,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:41,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725929,186028,,,,TR-107982,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:13,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725962,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:18,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725946,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:15,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725307,186028,,,,TR-118808,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:38,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725316,186028,,,,TR-117809,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:41,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725312,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:39,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725319,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:42,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725297,186028,,,,TR-118281,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:36,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725951,186028,,,,TR-120793,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:16,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725944,186028,,,,TR-37370,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:15,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725249,186028,,,,TR-95281,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:38,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725958,186028,,,,TR-107792,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:17,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725321,186028,,,,TR-95281,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:43,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725242,186028,,,,TR-120793,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:34,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725941,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:14,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725309,186028,,,,TR-120793,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:39,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725239,186028,,,,TR-35772,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:32,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725292,186028,,,,TR-111197,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:36,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725243,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:34,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725314,186028,,,,TR-120793,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:40,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725244,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:35,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725238,186028,,,,TR-39516,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:32,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725302,186028,,,,TR-12008,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:37,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725245,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:35,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725938,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:14,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725294,186028,,,,TR-120375,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:36,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725241,186028,,,,TR-120793,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:34,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725320,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:43,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725925,186028,,,,TR-12008,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:12,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725311,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:39,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725236,186028,,,,TR-118281,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:12:30,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725315,186028,,,,TR-117985,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:40,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725920,186028,,,,TR-118808,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:11,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725959,186028,,,,TR-107792,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:18:18,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725306,186028,,,,TR-35772,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:38,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,725313,186028,,,,TR-10993,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:13:40,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726613,186028,,,,TR-39516,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:56,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726933,186028,,,,TR-120375,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:04,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726927,186028,,,,TR-62759,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:03,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726940,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:06,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726616,186028,,,,TR-120793,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:57,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726619,186028,,,,TR-107792,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:58,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726936,186028,,,,TR-12008,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:04,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726614,186028,,,,TR-39516,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:57,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726943,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:06,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726938,186028,,,,TR-118255,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:05,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726617,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:58,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726618,186028,,,,TR-107792,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:58,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726941,186028,,,,TR-118088,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:06,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726611,186028,,,,TR-119945,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:55,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726615,186028,,,,TR-37370,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:21:57,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726935,186028,,,,TR-118808,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:04,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,726937,186028,,,,TR-41496,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-07-11 11:23:05,2025-07-25 9:34:57,U,2025-07-25 9:34:30
th214,th213,657978,186028,,,,TR-118121,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-06-23 5:55:09,2025-07-25 9:34:56,U,2025-07-25 9:34:30
th214,th213,658112,186028,,,,TR-94787,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-06-23 5:55:26,2025-07-25 9:34:56,U,2025-07-25 9:34:30
th214,th213,657952,186028,,,,TR-119915,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-06-23 5:55:05,2025-07-25 9:34:56,U,2025-07-25 9:34:30
th214,th213,657822,186028,,,,TR-12008,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-06-23 5:54:40,2025-07-25 9:34:56,U,2025-07-25 9:34:30
th214,th213,657963,186028,,,,TR-78381,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-06-23 5:55:06,2025-07-25 9:34:56,U,2025-07-25 9:34:30
th214,th213,658134,186028,,,,TR-117526,READY_FOR_DELIVERY,DR0214-25A001801,DELIVERY_CHALLAN,REGULAR,2025-06-23 5:55:29,2025-07-25 9:34:56,U,2025-07-25 9:34:30
