tenant,id,status,invoice_id,invoice_no,partner_detail_id,child_tenant_partner_detail_id,tenantCode,invoice_sequence_type,error_reason
th402,99041,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99042,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99043,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99044,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99045,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99046,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99047,DISPATCH_READY,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99048,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99049,DISPATCH_READY,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99050,DISPATCH_READY,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99051,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99052,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99053,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99054,DISPATCH_READY,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99055,READY_FOR_RACKING,,,183479,174074,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99056,DISPATCH_READY,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99057,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99058,READY_FOR_RACKING,,,183479,29882,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99059,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99060,READY_FOR_RACKING,,,183479,29882,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99061,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99062,DISPATCH_READY,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99063,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99064,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99065,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99066,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99067,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99068,DISPATCH_READY,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99069,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99070,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99071,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99072,READY_FOR_RACKING,,,183479,8699,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99073,READY_FOR_RACKING,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99074,RACKING_IN_PROGRESS,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99075,DISPATCH_READY,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99076,DISPATCH_READY,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99077,DISPATCH_READY,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99078,DISPATCH_READY,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99079,READY_FOR_RACKING,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99080,DISPATCH_READY,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99081,DISPATCH_READY,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99082,READY_FOR_RACKING,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99083,READY_FOR_RACKING,,,183479,2856,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99084,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99085,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99086,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99087,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99088,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99089,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99090,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99091,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99092,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99093,RACKING_IN_PROGRESS,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99094,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99095,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99096,DISPATCH_READY,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99097,RACKING_IN_PROGRESS,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99098,DISPATCH_READY,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99099,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99100,RACKING_IN_PROGRESS,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99101,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99102,RACKING_IN_PROGRESS,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99103,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99104,RACKING_IN_PROGRESS,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99105,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99106,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99107,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99108,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99109,DISPATCH_READY,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99110,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99111,DISPATCH_READY,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99112,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99113,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99114,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99115,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99116,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99117,DISPATCH_READY,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99118,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99119,DISPATCH_READY,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99120,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99121,DISPATCH_READY,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99122,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99123,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99124,DISPATCH_READY,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99125,RACKING_IN_PROGRESS,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99126,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99127,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99128,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99129,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99130,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99131,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99132,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99133,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99134,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99135,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99136,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99137,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99138,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99139,DISPATCH_READY,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99140,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99141,DISPATCH_READY,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99142,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99143,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99144,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99145,READY_FOR_RACKING,,,183479,32463,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99146,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99147,DISPATCH_READY,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99148,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99149,DISPATCH_READY,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99150,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99151,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99152,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99153,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99154,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99155,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99156,DISPATCH_READY,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99157,READY_FOR_RACKING,,,183479,2132,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99158,DISPATCH_READY,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99159,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99160,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99161,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99162,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99163,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99164,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99165,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99166,RACKING_IN_PROGRESS,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99167,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99168,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99169,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99170,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99171,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99172,RACKING_IN_PROGRESS,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99173,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99174,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99175,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99176,DISPATCH_READY,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99177,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99178,READY_FOR_RACKING,,,183479,29922,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99179,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99180,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99181,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99182,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99183,READY_FOR_RACKING,,,183479,2702,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99184,DISPATCH_READY,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99185,READY_FOR_RACKING,,,183479,174092,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99186,RACKING_IN_PROGRESS,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99187,READY_FOR_RACKING,,,183479,174144,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99188,DISPATCH_READY,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99189,READY_FOR_RACKING,,,183479,174144,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99190,DISPATCH_READY,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99191,DISPATCH_READY,,,183479,174097,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99192,DISPATCH_READY,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99193,DISPATCH_READY,,,183479,174097,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99194,DISPATCH_READY,,,183479,173753,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99195,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99196,DISPATCH_READY,,,183479,174097,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99197,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99198,READY_FOR_RACKING,,,183479,173753,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99199,READY_FOR_RACKING,,,183479,174097,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99200,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99201,READY_FOR_RACKING,,,183479,173753,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99202,READY_FOR_RACKING,,,183479,174097,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99203,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99204,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99205,READY_FOR_RACKING,,,183479,173725,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99206,READY_FOR_RACKING,,,183479,173796,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99207,READY_FOR_RACKING,,,183479,173725,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99208,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99209,READY_FOR_RACKING,,,183479,173796,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99210,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99211,READY_FOR_RACKING,,,183479,12307,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99212,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99213,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99214,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99215,READY_FOR_RACKING,,,183479,12307,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99216,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99217,DISPATCH_READY,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99218,DISPATCH_READY,,,183479,12307,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99219,READY_FOR_RACKING,,,183479,173785,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99220,DISPATCH_READY,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99221,RACKING_IN_PROGRESS,,,183479,2365,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99222,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99223,READY_FOR_RACKING,,,183479,11356,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99224,READY_FOR_RACKING,,,183479,2365,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99225,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99226,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99227,DISPATCH_READY,,,183479,30003,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99228,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99229,DISPATCH_READY,,,183479,30003,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99230,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99231,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99232,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99233,DISPATCH_READY,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99234,DISPATCH_READY,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99235,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99236,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99237,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99238,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99239,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99240,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99241,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99242,DISPATCH_READY,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99243,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99244,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99245,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99246,READY_FOR_RACKING,,,183479,11625,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99247,DISPATCH_READY,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99248,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99249,DISPATCH_READY,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99250,DISPATCH_READY,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99251,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99252,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99253,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99254,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99255,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99256,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99257,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99258,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99259,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99260,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99261,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99262,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99263,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99264,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99265,READY_FOR_RACKING,,,183479,31700,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99266,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99267,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99268,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99269,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99270,DISPATCH_READY,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99271,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99272,READY_FOR_RACKING,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99273,DISPATCH_READY,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99274,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99275,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99276,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99277,DISPATCH_READY,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99278,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99279,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99280,RACKING_IN_PROGRESS,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99281,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99282,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99283,DISPATCH_READY,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99284,READY_FOR_RACKING,,,183479,2682,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99285,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99286,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99287,READY_FOR_RACKING,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99288,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99289,READY_FOR_RACKING,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99290,READY_FOR_RACKING,,,183479,174146,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99291,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99292,READY_FOR_RACKING,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99293,READY_FOR_RACKING,,,183479,173750,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
th402,99294,READY_FOR_RACKING,,,183479,173707,th40,DEBIT_NOTE_NUMBER,No warehouse ID found
