tenant,id,status,invoice_id,invoice_no,partner_detail_id,child_tenant_partner_detail_id,tenantCode,invoice_sequence_type
th999,201,dormant,,,1825,,,DELIVERY_CHALLAN_NORMAL
th999,202,DISPATCH_READY,,,1825,,,DELIVERY_CHALLAN_NORMAL
th999,203,DISPATCH_READY,,,1825,,,DELIVERY_CHALLAN_NORMAL
th999,204,DISPATCH_READY,379,PROD7,90831,,,DELIVERY_CHALLAN_NORMAL
th999,205,DISPATCH_READY,380,PROD8,90831,,,DELIVERY_CHALLAN_NORMAL
th999,206,DISPATCH_READY,377,PRODS5,90831,,,DELIVERY_CHALLAN_NORMAL
th999,207,DISPATCH_READY,378,PRODS6,90831,,,DELIVERY_CHALLAN_NORMAL
th999,216,READY_FOR_RACKING,,,1825,,,DELIVERY_CHALLAN_NORMAL
th999,222,READY_FOR_RACKING,,,6468,,,DELIVERY_CHALLAN_NORMAL
th999,226,dormant,460,JOTISH03,1825,,,DELIVERY_CHALLAN_NORMAL
th999,227,dormant,461,JOTISH04,1825,,,DELIVERY_CHALLAN_NORMAL
th901,1,pending,204,T0427-24A0002499,60526,,th427,DEBIT_NOTE_NUMBER
th901,2,pending,182,T0427-24A0002119,60526,,th427,DEBIT_NOTE_NUMBER
th901,3,pending,206,T0427-24A0002502,60526,,th427,DEBIT_NOTE_NUMBER
th901,4,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,5,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,6,pending,235,T0427-24A0002558,60526,,th427,DEBIT_NOTE_NUMBER
th901,7,pending,254,T0427-24A0002629,60526,,th427,DEBIT_NOTE_NUMBER
th901,8,pending,231,T0427-24A0002548,60526,,th427,DEBIT_NOTE_NUMBER
th901,9,pending,236,T0427-24A0002561,60526,,th427,DEBIT_NOTE_NUMBER
th901,10,pending,242,T0427-24A0002575,60526,,th427,DEBIT_NOTE_NUMBER
th901,11,pending,241,T0427-24A0002571,60526,,th427,DEBIT_NOTE_NUMBER
th901,12,pending,250,T0427-24A0002619,60526,,th427,DEBIT_NOTE_NUMBER
th901,13,pending,256,T0427-24A0002648,60526,,th427,DEBIT_NOTE_NUMBER
th901,14,pending,226,T0427-24A0002541,60526,,th427,DEBIT_NOTE_NUMBER
th901,15,pending,253,T0427-24A0002628,60526,,th427,DEBIT_NOTE_NUMBER
th901,16,pending,255,T0427-24A0002631,60526,,th427,DEBIT_NOTE_NUMBER
th901,17,pending,237,T0427-24A0002562,60526,,th427,DEBIT_NOTE_NUMBER
th901,18,pending,239,T0427-24A0002567,60526,,th427,DEBIT_NOTE_NUMBER
th901,19,pending,192,T0427-24A0002221,60526,,th427,DEBIT_NOTE_NUMBER
th901,20,pending,236,T0427-24A0002561,60526,,th427,DEBIT_NOTE_NUMBER
th901,21,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,22,pending,234,T0427-24A0002555,60526,,th427,DEBIT_NOTE_NUMBER
th901,23,pending,233,T0427-24A0002553,60526,,th427,DEBIT_NOTE_NUMBER
th901,24,pending,232,T0427-24A0002551,60526,,th427,DEBIT_NOTE_NUMBER
th901,25,pending,230,T0427-24A0002547,60526,,th427,DEBIT_NOTE_NUMBER
th901,26,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,27,pending,229,T0427-24A0002546,60526,,th427,DEBIT_NOTE_NUMBER
th901,28,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,29,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,30,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,31,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,32,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,33,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,34,pending,230,T0427-24A0002547,60526,,th427,DEBIT_NOTE_NUMBER
th901,35,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,36,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,37,pending,227,T0427-24A0002543,60526,,th427,DEBIT_NOTE_NUMBER
th901,38,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,39,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,40,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,41,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,42,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,43,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,44,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,45,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,46,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,47,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,48,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,49,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,50,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,51,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,52,pending,221,T0427-24A0002524,60526,,th427,DEBIT_NOTE_NUMBER
th901,53,pending,200,T0427-24A0002296,60526,,th427,DEBIT_NOTE_NUMBER
th901,54,pending,219,T0427-24A0002519,60526,,th427,DEBIT_NOTE_NUMBER
th901,55,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,56,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,57,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,58,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,59,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,60,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,61,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,62,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,63,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,64,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,65,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,66,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,67,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,68,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,69,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,70,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,71,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,72,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,73,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,74,pending,170,T0427-24A0002076,60526,,th427,DEBIT_NOTE_NUMBER
th901,75,pending,217,T0427-24A0002517,60526,,th427,DEBIT_NOTE_NUMBER
th901,76,pending,216,T0427-24A0002516,60526,,th427,DEBIT_NOTE_NUMBER
th901,77,pending,209,T0427-24A0002505,60526,,th427,DEBIT_NOTE_NUMBER
th901,78,pending,209,T0427-24A0002505,60526,,th427,DEBIT_NOTE_NUMBER
th901,79,pending,209,T0427-24A0002505,60526,,th427,DEBIT_NOTE_NUMBER
th901,80,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,81,pending,212,T0427-24A0002508,60526,,th427,DEBIT_NOTE_NUMBER
th901,82,pending,209,T0427-24A0002505,60526,,th427,DEBIT_NOTE_NUMBER
th901,83,pending,210,T0427-24A0002506,60526,,th427,DEBIT_NOTE_NUMBER
th901,84,pending,208,T0427-24A0002504,60526,,th427,DEBIT_NOTE_NUMBER
th901,85,pending,212,T0427-24A0002508,60526,,th427,DEBIT_NOTE_NUMBER
th901,86,pending,206,T0427-24A0002502,60526,,th427,DEBIT_NOTE_NUMBER
th901,87,pending,206,T0427-24A0002502,60526,,th427,DEBIT_NOTE_NUMBER
th901,88,pending,206,T0427-24A0002502,60526,,th427,DEBIT_NOTE_NUMBER
th901,89,pending,206,T0427-24A0002502,60526,,th427,DEBIT_NOTE_NUMBER
th901,90,pending,203,T0427-24A0002497,60526,,th427,DEBIT_NOTE_NUMBER
th901,91,pending,206,T0427-24A0002502,60526,,th427,DEBIT_NOTE_NUMBER
th901,92,pending,220,T0427-24A0002522,60526,,th427,DEBIT_NOTE_NUMBER
th901,93,pending,203,T0427-24A0002497,60526,,th427,DEBIT_NOTE_NUMBER
th901,94,pending,203,T0427-24A0002497,60526,,th427,DEBIT_NOTE_NUMBER
th901,95,pending,203,T0427-24A0002497,60526,,th427,DEBIT_NOTE_NUMBER
th901,96,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,97,pending,207,T0427-24A0002503,60526,,th427,DEBIT_NOTE_NUMBER
th901,98,pending,207,T0427-24A0002503,60526,,th427,DEBIT_NOTE_NUMBER
th901,99,pending,207,T0427-24A0002503,60526,,th427,DEBIT_NOTE_NUMBER
th901,100,pending,207,T0427-24A0002503,60526,,th427,DEBIT_NOTE_NUMBER
th901,101,pending,214,T0427-24A0002511,60526,,th427,DEBIT_NOTE_NUMBER
th901,102,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,103,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,104,pending,214,T0427-24A0002511,60526,,th427,DEBIT_NOTE_NUMBER
th901,105,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,106,pending,247,T0427-24A0002596,60526,,th427,DEBIT_NOTE_NUMBER
th901,107,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,108,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,109,pending,214,T0427-24A0002511,60526,,th427,DEBIT_NOTE_NUMBER
th901,110,pending,215,T0427-24A0002513,60526,,th427,DEBIT_NOTE_NUMBER
th901,111,pending,187,T0427-24A0002127,60526,,th427,DEBIT_NOTE_NUMBER
th901,112,pending,173,T0427-24A0002093,60526,,th427,DEBIT_NOTE_NUMBER
th901,113,pending,168,T0427-24A0002038,60526,,th427,DEBIT_NOTE_NUMBER
th901,114,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,115,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,116,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,117,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,118,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,119,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,120,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,121,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,122,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,123,pending,220,T0427-24A0002522,60526,,th427,DEBIT_NOTE_NUMBER
th901,124,pending,220,T0427-24A0002522,60526,,th427,DEBIT_NOTE_NUMBER
th901,125,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,126,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,127,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,128,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,129,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,130,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,131,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,132,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,133,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,134,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,135,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,136,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,137,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,138,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,139,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,140,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,141,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,142,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,143,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,144,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,145,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,146,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,147,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,148,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,149,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,150,pending,202,T0427-24A0002481,60526,,th427,DEBIT_NOTE_NUMBER
th901,151,pending,168,T0427-24A0002038,60526,,th427,DEBIT_NOTE_NUMBER
th901,152,pending,175,T0427-24A0002100,60526,,th427,DEBIT_NOTE_NUMBER
th901,153,pending,183,T0427-24A0002120,60526,,th427,DEBIT_NOTE_NUMBER
th901,154,pending,183,T0427-24A0002120,60526,,th427,DEBIT_NOTE_NUMBER
th901,155,pending,181,T0427-24A0002118,60526,,th427,DEBIT_NOTE_NUMBER
th901,156,pending,174,T0427-24A0002094,60526,,th427,DEBIT_NOTE_NUMBER
th901,157,pending,185,T0427-24A0002122,60526,,th427,DEBIT_NOTE_NUMBER
th901,158,pending,179,T0427-24A0002111,60526,,th427,DEBIT_NOTE_NUMBER
th901,159,pending,179,T0427-24A0002111,60526,,th427,DEBIT_NOTE_NUMBER
th901,160,pending,178,T0427-24A0002104,60526,,th427,DEBIT_NOTE_NUMBER
th901,161,pending,177,T0427-24A0002102,60526,,th427,DEBIT_NOTE_NUMBER
th901,162,pending,180,T0427-24A0002116,60526,,th427,DEBIT_NOTE_NUMBER
th901,163,pending,180,T0427-24A0002116,60526,,th427,DEBIT_NOTE_NUMBER
th901,164,pending,180,T0427-24A0002116,60526,,th427,DEBIT_NOTE_NUMBER
th901,165,pending,180,T0427-24A0002116,60526,,th427,DEBIT_NOTE_NUMBER
th901,166,pending,184,T0427-24A0002121,60526,,th427,DEBIT_NOTE_NUMBER
th901,167,pending,192,T0427-24A0002221,60526,,th427,DEBIT_NOTE_NUMBER
th901,168,pending,192,T0427-24A0002221,60526,,th427,DEBIT_NOTE_NUMBER
th901,169,pending,192,T0427-24A0002221,60526,,th427,DEBIT_NOTE_NUMBER
th901,170,pending,192,T0427-24A0002221,60526,,th427,DEBIT_NOTE_NUMBER
th901,171,pending,190,T0427-24A0002217,60526,,th427,DEBIT_NOTE_NUMBER
th901,172,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,173,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,174,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,175,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,176,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,177,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,178,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,179,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,180,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,181,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,182,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,183,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,184,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,185,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,186,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,187,pending,171,T0427-24A0002078,60526,,th427,DEBIT_NOTE_NUMBER
th901,188,pending,167,T0427-24A0002022,60526,,th427,DEBIT_NOTE_NUMBER
th901,189,pending,167,T0427-24A0002022,60526,,th427,DEBIT_NOTE_NUMBER
th901,190,pending,167,T0427-24A0002022,60526,,th427,DEBIT_NOTE_NUMBER
th901,191,pending,165,T0427-24A0002003,60526,,th427,DEBIT_NOTE_NUMBER
th901,192,pending,165,T0427-24A0002003,60526,,th427,DEBIT_NOTE_NUMBER
th901,193,pending,165,T0427-24A0002003,60526,,th427,DEBIT_NOTE_NUMBER
th901,194,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,195,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,196,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,197,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,198,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,199,pending,1,MR46-22-676,3449,,th214,DEBIT_NOTE_NUMBER
th901,200,pending,252,T0427-24A0002626,60526,,th427,DEBIT_NOTE_NUMBER
th901,201,pending,252,T0427-24A0002626,60526,,th427,DEBIT_NOTE_NUMBER
th901,202,pending,256,T0427-24A0002648,60526,,th427,DEBIT_NOTE_NUMBER
th901,203,pending,256,T0427-24A0002648,60526,,th427,DEBIT_NOTE_NUMBER
th901,204,pending,254,T0427-24A0002629,60526,,th427,DEBIT_NOTE_NUMBER
th901,205,pending,226,T0427-24A0002541,60526,,th427,DEBIT_NOTE_NUMBER
th901,206,pending,256,T0427-24A0002648,60526,,th427,DEBIT_NOTE_NUMBER
th901,207,pending,246,T0427-24A0002595,60526,,th427,DEBIT_NOTE_NUMBER
th901,208,pending,246,T0427-24A0002595,60526,,th427,DEBIT_NOTE_NUMBER
th901,209,pending,240,T0427-24A0002568,60526,,th427,DEBIT_NOTE_NUMBER
th901,210,pending,240,T0427-24A0002568,60526,,th427,DEBIT_NOTE_NUMBER
th901,211,pending,214,T0427-24A0002511,60526,,th427,DEBIT_NOTE_NUMBER
th901,212,pending,238,T0427-24A0002564,60526,,th427,DEBIT_NOTE_NUMBER
th901,213,pending,236,T0427-24A0002561,60526,,th427,DEBIT_NOTE_NUMBER
th901,214,pending,240,T0427-24A0002568,60526,,th427,DEBIT_NOTE_NUMBER
th901,215,pending,194,T0427-24A0002252,60526,,th427,DEBIT_NOTE_NUMBER
th901,216,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,217,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,218,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,219,pending,249,T0427-24A0002618,60526,,th427,DEBIT_NOTE_NUMBER
th901,220,pending,249,T0427-24A0002618,60526,,th427,DEBIT_NOTE_NUMBER
th901,221,pending,249,T0427-24A0002618,60526,,th427,DEBIT_NOTE_NUMBER
th901,222,pending,249,T0427-24A0002618,60526,,th427,DEBIT_NOTE_NUMBER
th901,223,pending,249,T0427-24A0002618,60526,,th427,DEBIT_NOTE_NUMBER
th901,224,pending,250,T0427-24A0002619,60526,,th427,DEBIT_NOTE_NUMBER
th901,225,pending,250,T0427-24A0002619,60526,,th427,DEBIT_NOTE_NUMBER
th901,226,pending,250,T0427-24A0002619,60526,,th427,DEBIT_NOTE_NUMBER
th901,227,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,228,pending,250,T0427-24A0002619,60526,,th427,DEBIT_NOTE_NUMBER
th901,229,pending,251,T0427-24A0002620,60526,,th427,DEBIT_NOTE_NUMBER
th901,230,pending,252,T0427-24A0002626,60526,,th427,DEBIT_NOTE_NUMBER
th901,231,pending,256,T0427-24A0002648,60526,,th427,DEBIT_NOTE_NUMBER
th901,232,pending,252,T0427-24A0002626,60526,,th427,DEBIT_NOTE_NUMBER
th901,233,pending,252,T0427-24A0002626,60526,,th427,DEBIT_NOTE_NUMBER
th901,234,pending,211,T0427-24A0002507,60526,,th427,DEBIT_NOTE_NUMBER
th901,235,pending,209,T0427-24A0002505,60526,,th427,DEBIT_NOTE_NUMBER
th901,236,pending,205,T0427-24A0002500,60526,,th427,DEBIT_NOTE_NUMBER
th901,237,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,238,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,239,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,240,pending,226,T0427-24A0002541,60526,,th427,DEBIT_NOTE_NUMBER
th901,241,pending,225,T0427-24A0002538,60526,,th427,DEBIT_NOTE_NUMBER
th901,242,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,243,pending,195,T0427-24A0002260,60526,,th427,DEBIT_NOTE_NUMBER
th901,244,pending,222,T0427-24A0002527,60526,,th427,DEBIT_NOTE_NUMBER
th901,245,pending,215,T0427-24A0002513,60526,,th427,DEBIT_NOTE_NUMBER
th901,246,pending,215,T0427-24A0002513,60526,,th427,DEBIT_NOTE_NUMBER
th901,247,pending,215,T0427-24A0002513,60526,,th427,DEBIT_NOTE_NUMBER
th901,248,pending,203,T0427-24A0002497,60526,,th427,DEBIT_NOTE_NUMBER
th901,249,pending,234,T0427-24A0002555,60526,,th427,DEBIT_NOTE_NUMBER
th901,250,pending,224,T0427-24A0002532,60526,,th427,DEBIT_NOTE_NUMBER
th901,251,pending,201,T0427-24A0002464,60526,,th427,DEBIT_NOTE_NUMBER
th901,252,pending,220,T0427-24A0002522,60526,,th427,DEBIT_NOTE_NUMBER
th901,253,pending,230,T0427-24A0002547,60526,,th427,DEBIT_NOTE_NUMBER
th901,254,pending,194,T0427-24A0002252,60526,,th427,DEBIT_NOTE_NUMBER
th901,255,pending,190,T0427-24A0002217,60526,,th427,DEBIT_NOTE_NUMBER
th901,256,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,257,pending,163,T0427-24A0001997,60526,,th427,DEBIT_NOTE_NUMBER
th901,258,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,259,pending,249,T0427-24A0002618,60526,,th427,DEBIT_NOTE_NUMBER
th901,260,pending,248,T0427-24A0002614,60526,,th427,DEBIT_NOTE_NUMBER
th901,261,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,262,pending,164,T0427-24A0001999,60526,,th427,DEBIT_NOTE_NUMBER
th901,263,pending,244,T0427-24A0002581,60526,,th427,DEBIT_NOTE_NUMBER
th901,264,pending,224,T0427-24A0002532,60526,,th427,DEBIT_NOTE_NUMBER
th901,265,pending,188,T0427-24A0002130,60526,,th427,DEBIT_NOTE_NUMBER
th901,266,pending,188,T0427-24A0002130,60526,,th427,DEBIT_NOTE_NUMBER
th901,267,pending,188,T0427-24A0002130,60526,,th427,DEBIT_NOTE_NUMBER
th901,268,pending,188,T0427-24A0002130,60526,,th427,DEBIT_NOTE_NUMBER
th901,269,pending,188,T0427-24A0002130,60526,,th427,DEBIT_NOTE_NUMBER
th901,270,pending,188,T0427-24A0002130,60526,,th427,DEBIT_NOTE_NUMBER
th205,269332,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,269584,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,269972,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270156,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270304,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270305,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270318,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270464,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270534,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270544,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270547,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270553,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270664,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270676,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270707,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270725,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270738,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270773,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270886,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,270905,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271153,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271270,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271284,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271289,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271345,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271398,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271572,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271638,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271646,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271661,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271674,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271809,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271811,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271924,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271969,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
th205,271976,DISPATCH_READY,,,186704,,,DELIVERY_CHALLAN_NORMAL
