dest_tenant,source_tenant,purchase_issue_id,invoice_id,invoice_no,pr_type,invoice_tenant,is_invoice_tenant_same,purchase_issue_status
th213,th214,784002,979027,T0213-24A0006233,REGULAR,,False,DELIVERED
th213,th214,784046,980594,T0213-24A0006361,REGULAR,,False,DELIVERED
th213,th214,784018,993900,T0213-25A0000161,REGULAR,,False,DELIVERED
th213,th214,784008,993283,T0213-25A0000100,REGULAR,,False,DELIVERED
th213,th214,784045,999156,T0213-25A0000849,REGULAR,,False,DELIVERED
th213,th214,784009,990205,T0213-24A0007086,REGULAR,,False,DELIVERED
th213,th214,784048,1009644,T0213-25A0002504,REGULAR,,False,DELIVERED
th213,th214,784076,993900,T0213-25A0000161,REGULAR,,False,DELIVERED
th213,th214,784080,841149,T0213-24A0002929,REGULAR,,False,DELIVERED
th213,th214,784078,841149,T0213-24A0002929,REGULAR,,False,DELIVERED
th213,th214,784106,996678,T0213-25A0000540,REGULAR,,False,DELIVERED
th213,th214,784089,991093,T0213-24A0007161,REGULAR,,False,DELIVERED
th213,th214,784090,979027,T0213-24A0006233,REGULAR,,False,DELIVERED
th213,th214,784088,841149,T0213-24A0002929,REGULAR,,False,DELIVERED
th213,th214,784108,984329,T0213-24A0006606,REGULAR,,False,DELIVERED
th213,th214,784107,991093,T0213-24A0007161,REGULAR,,False,DELIVERED
th213,th214,784137,994618,T0213-25A0000211,REGULAR,,False,DELIVERED
th213,th214,784118,986573,T0213-24A0006795,REGULAR,,False,READY_FOR_DELIVERY
th213,th214,784136,971013,T0213-24A0005414,REGULAR,,False,DELIVERED
th213,th214,784110,968896,T0213-24A0005070,REGULAR,,False,DELIVERED
th213,th214,784148,982857,T0213-24A0006500,REGULAR,,False,DELIVERED
th213,th214,784150,986573,T0213-24A0006795,REGULAR,,False,READY_FOR_DELIVERY
th213,th214,784168,993617,T0213-25A0000128,REGULAR,,False,DELIVERED
th213,th214,784178,971013,T0213-24A0005414,REGULAR,,False,DELIVERED
th213,th214,784179,981493,T0213-24A0006429,REGULAR,,False,DELIVERED
th213,th214,784187,1007615,T0213-25A0002099,REGULAR,,False,DELIVERED
th213,th214,784192,991093,T0213-24A0007161,REGULAR,,False,DELIVERED
th213,th214,784235,995720,T0213-25A0000362,REGULAR,,False,DELIVERED
th213,th214,784217,980594,T0213-24A0006361,REGULAR,,False,DELIVERED
th213,th214,784205,991093,T0213-24A0007161,REGULAR,,False,DELIVERED
th213,th214,784239,990221,T0213-24A0007088,REGULAR,,False,DELIVERED
th213,th214,784245,1007206,T0213-25A0002014,REGULAR,,False,DELIVERED
th213,th214,784249,985097,T0213-24A0006710,REGULAR,,False,DELIVERED
th213,th214,784251,984715,T0213-24A0006671,REGULAR,,False,DELIVERED
th213,th214,784276,986573,T0213-24A0006795,REGULAR,,False,READY_FOR_DELIVERY
th213,th214,784265,990016,T0213-24A0007079,REGULAR,,False,DELIVERED
th213,th214,784264,990221,T0213-24A0007088,REGULAR,,False,DELIVERED
th213,th214,784279,990221,T0213-24A0007088,REGULAR,,False,DELIVERED
th213,th214,784286,983946,T0213-24A0006570,REGULAR,,False,DELIVERED
th213,th214,784324,1001740,T0213-25A0001088,REGULAR,,False,DELIVERED
th213,th214,784328,971013,T0213-24A0005414,REGULAR,,False,DELIVERED
th213,th214,784348,986573,T0213-24A0006795,REGULAR,,False,READY_FOR_DELIVERY
th213,th214,784331,989371,T0213-24A0007035,REGULAR,,False,DELIVERED
th213,th214,784347,986573,T0213-24A0006795,REGULAR,,False,READY_FOR_DELIVERY
th213,th214,784349,990221,T0213-24A0007088,REGULAR,,False,DELIVERED
th213,th214,784329,971013,T0213-24A0005414,REGULAR,,False,DELIVERED
th213,th214,784358,980594,T0213-24A0006361,REGULAR,,False,DELIVERED
th213,th214,784367,986573,T0213-24A0006795,REGULAR,,False,READY_FOR_DELIVERY
th213,th214,784378,994031,T0213-25A0000167,REGULAR,,False,DELIVERED
th213,th214,784394,979027,T0213-24A0006233,REGULAR,,False,DELIVERED
th213,th214,784379,988357,T0213-24A0006938,REGULAR,,False,DELIVERED
th213,th214,784405,980594,T0213-24A0006361,REGULAR,,False,DELIVERED
th213,th214,784417,993900,T0213-25A0000161,REGULAR,,False,DELIVERED
th213,th214,784416,990221,T0213-24A0007088,REGULAR,,False,DELIVERED
th213,th214,784419,1012760,T0213-25A0002917,REGULAR,,False,DELIVERED
th213,th214,784435,984032,T0213-24A0006576,REGULAR,,False,DELIVERED
th213,th214,784455,993900,T0213-25A0000161,REGULAR,,False,DELIVERED
th213,th214,784516,971013,T0213-24A0005414,REGULAR,,False,DELIVERED
th213,th214,784542,990221,T0213-24A0007088,REGULAR,,False,DELIVERED
th213,th214,784518,981162,T0213-24A0006404,REGULAR,,False,DELIVERED
th213,th214,784541,994618,T0213-25A0000211,REGULAR,,False,DELIVERED
th213,th214,784466,830089,T0213-24A0001612,REGULAR,,False,DELIVERED
th213,th214,784548,1008671,T0213-25A0002295,REGULAR,,False,DELIVERED
th213,th214,784551,993900,T0213-25A0000161,REGULAR,,False,DELIVERED
th213,th214,784574,981493,T0213-24A0006429,REGULAR,,False,DELIVERED
th213,th214,784585,993900,T0213-25A0000161,REGULAR,,False,DELIVERED
th213,th214,794548,824946,T0213-24A0001197,REGULAR,,False,DELIVERED
th213,th214,794551,828142,T0213-24A0001453,REGULAR,,False,DELIVERED
th213,th214,794550,828142,T0213-24A0001453,REGULAR,,False,DELIVERED
th428,th224,703859,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703866,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703863,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703865,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703860,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703864,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703862,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703861,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703867,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703868,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703869,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703874,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703871,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703870,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703872,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703873,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703877,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703875,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703876,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703878,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703881,816826,T0224-24A0032342,REGULAR,,False,DELIVERED
th428,th224,703880,816830,T0224-24A0032341,REGULAR,,False,DELIVERED
th428,th224,703879,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703882,816826,T0224-24A0032342,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703887,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703885,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703886,816823,T0224-24A0032373,REGULAR,,False,DELIVERED
th428,th224,703889,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703892,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703891,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703888,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703890,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703894,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703897,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703896,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703893,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703895,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703898,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703900,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703899,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703908,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703907,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703905,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703902,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703903,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703906,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703901,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703904,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703909,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703912,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703913,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703910,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703916,816823,T0224-24A0032373,REGULAR,,False,DELIVERED
th428,th224,703914,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703915,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703911,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703917,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703920,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703918,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703919,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703924,816820,T0224-24A0032434,REGULAR,,False,DELIVERED
th428,th224,703922,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703921,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703923,816823,T0224-24A0032373,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703925,816820,T0224-24A0032434,REGULAR,,False,DELIVERED
th428,th224,703928,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703926,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703927,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703930,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703931,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703929,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703932,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703933,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703934,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703936,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703935,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703938,816820,T0224-24A0032434,REGULAR,,False,DELIVERED
th428,th224,703940,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703939,816820,T0224-24A0032434,REGULAR,,False,DELIVERED
th428,th224,703937,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703941,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703942,816820,T0224-24A0032434,REGULAR,,False,DELIVERED
th428,th224,703944,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703943,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703946,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703945,816820,T0224-24A0032434,REGULAR,,False,DELIVERED
th428,th224,703948,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703947,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703949,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th223,th224,703954,816826,T0224-24A0032342,REGULAR,,False,DELIVERED
th428,th224,703950,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,703951,816820,T0224-24A0032434,REGULAR,,False,DELIVERY_CANCELLED
th425,th224,710914,820909,AUDIT-1085,REGULAR,,False,DELIVERED
th428,th224,712044,816259,T0224-24A0029624,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712043,816259,T0224-24A0029624,REGULAR,,False,DELIVERED
th223,th224,705729,720305,T0223-24A0000744,REGULAR,,False,DELIVERED
th428,th224,712045,816264,T0224-24A0029645,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712047,816272,T0224-24A0029757,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712048,816272,T0224-24A0029757,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712046,816264,T0224-24A0029645,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712050,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712052,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712051,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712049,816276,T0224-24A0033161,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712053,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712056,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712054,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712055,816285,T0224-24A0029825,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712058,816293,T0224-24A0030299,REGULAR,,False,DELIVERED
th428,th224,712060,816293,T0224-24A0030299,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712059,816293,T0224-24A0030299,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712057,816293,T0224-24A0030299,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712061,816293,T0224-24A0030299,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712062,816293,T0224-24A0030299,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712063,816293,T0224-24A0030299,REGULAR,,False,DELIVERY_CANCELLED
th223,th224,712064,816285,T0224-24A0029825,REGULAR,,False,DELIVERED
th428,th224,712066,816322,T0224-24A0033079,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712065,816317,T0224-24A0032723,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712067,816324,T0224-24A0033589,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712068,816316,T0224-24A0032435,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712069,816325,T0224-24A0033484,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712072,816320,T0224-24A0032314,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712070,816318,T0224-24A0033048,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712071,816321,T0224-24A0033388,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712074,816320,T0224-24A0032314,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712073,816320,T0224-24A0032314,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712076,816315,T0224-24A0032768,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712075,816323,T0224-24A0032410,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712077,816328,T0224-24A0032920,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712078,816327,T0224-24A0032259,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712079,816329,T0224-24A0032265,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712080,816326,T0224-24A0032307,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712082,816330,T0224-24A0033233,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712081,816330,T0224-24A0033233,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712084,816455,T0224-24A0033444,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712083,816332,T0224-24A0032215,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712085,816454,T0224-24A0033645,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712088,816456,T0224-24A0033529,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712087,816456,T0224-24A0033529,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712086,816457,T0224-24A0033122,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712089,816483,T0224-24A0034791,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712090,816482,T0224-24A0033622,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712092,816594,T0224-24A0029727,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712091,816596,T0224-24A0031203,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712093,816595,T0224-24A0032281,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712097,818723,T0224-24A0029725,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712098,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712096,818723,T0224-24A0029725,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712099,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712100,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712101,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712102,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712103,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712106,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712105,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712108,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712104,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712107,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712110,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712109,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712111,818725,T0224-24A0029732,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712115,818735,T0224-24A0029834,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712116,818736,T0224-24A0029839,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712114,818735,T0224-24A0029834,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712112,818733,T0224-24A0029830,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712113,818734,T0224-24A0029832,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712118,818739,T0224-24A0031216,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712117,818737,T0224-24A0031188,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712119,818740,T0224-24A0031269,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712123,818750,T0224-24A0031855,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712124,818746,T0224-24A0031746,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712121,818744,T0224-24A0031415,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712120,818743,T0224-24A0031278,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712122,818745,T0224-24A0031535,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712126,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712125,816830,T0224-24A0032341,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712127,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712130,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712132,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712129,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712128,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712131,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712133,818750,T0224-24A0031855,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712134,818756,T0224-24A0031755,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712135,818757,T0224-24A0031767,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712140,818762,T0224-24A0032261,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712136,818757,T0224-24A0031767,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712141,818763,T0224-24A0032273,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712137,818759,T0224-24A0031919,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712138,818760,T0224-24A0032131,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712139,818761,T0224-24A0032222,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712142,816595,T0224-24A0032281,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712143,818766,T0224-24A0032306,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712144,818768,T0224-24A0032308,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712148,816830,T0224-24A0032341,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712147,818772,T0224-24A0032340,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712145,818770,T0224-24A0032337,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712146,818771,T0224-24A0032339,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712149,816830,T0224-24A0032341,REGULAR,,False,READY_FOR_DELIVERY
th428,th224,712150,818776,T0224-24A0032365,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712151,818779,T0224-24A0032402,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712152,818780,T0224-24A0032411,REGULAR,,False,DELIVERY_CANCELLED
th428,th224,712153,818781,T0224-24A0032740,REGULAR,,False,DELIVERED
th428,th224,712157,818787,T0224-24A0032860,REGULAR,,False,DELIVERED
th428,th224,712154,818782,T0224-24A0032803,REGULAR,,False,DELIVERED
th428,th224,712155,818783,T0224-24A0032805,REGULAR,,False,DELIVERED
th428,th224,712158,818791,T0224-24A0032862,REGULAR,,False,DELIVERED
th428,th224,712156,818786,T0224-24A0032813,REGULAR,,False,DELIVERED
th428,th224,712159,818792,T0224-24A0033102,REGULAR,,False,DELIVERED
